id,point_code,chinese_pinyin_hebrew,english_name_hebrew,etymology_hebrew,description_hebrew,location_hebrew,needling_hebrew,functions_hebrew,secondary_functions_hebrew,cautions_hebrew,notes_hebrew
109,Bl5,ווּ צ'וּ (WU CHU),חמישה אזורים (חמישה מחוזות),ווּ – 5; צ'וּ – אזור (מקום חמישי). הנקודה החמישית על מרידיאן שלפוחית השתן. 5 נקודות אזוריות בהתאם לחמשת האלמנטים.,ווּ – 5 צ'וּ – אזור (מקום חמישי). הנקודה החמישית על מרידיאן שלפוחית השתן. 5 נקודות אזוריות בהתאם לחמשת האלמנטים.,"4.5 צוּן מעל הגלבלה (בין הגבות), 1.5 צוּן לטרלית לקו האמצע.",אלכסונית (שטוחה) 0.3-0.5 צוּן.,"1. מרגיעה רוח פנימית.
2. מאזנת צ'י של חמשת האלמנטים, מאזנת את כל הגוף.
3. מאזנת את זרימת ה-Wei/Ying צ'י באמצעות מחזורי Ko ו-Sheng.","מטפלת בנזלת כרונית.
מווסתת את זרימת ה-Wei צ'י.
מטפלת בכאבי ראש הנובעים מחסימה של Wei צ'י בראש.
Nei Ching (ספר הרפואה הפנימית של הקיסר הצהוב).
Nei Ching - 26: ""מתוך קבוצת הנקודות המטפלות במיגרנות (ראש כבד עם כאב מקומי), כתוצאה מהפרעה בזרימה עקב צ'י רע/רוח חודרת"" - הנקודות האחרות בקבוצה זו הן BL 6-7-8-9.",,
154,Bl50,Wèi Cāng - 胃倉,אסם הקיבה (Stomach Granary),Cāng (倉) - אסם,"Wèi (胃) – קיבה. בטקסטים קלאסיים, ה-ST (Stomach meridian) מתואר כאסם. BL50 ממוקם 3 צון לטרלית לנקודת ה-Shu של הקיבה (BL21). הוא נחשב לנקודה שבה צ'י הקיבה מאוחסן.",3 צון לטרלית ל-L.B.S.P. של T12 (בגובה של BL21),ניקוב אנכי בעומק 0.5-0.8 צון,"1. מחזק את תפקוד הקיבה
2. מאזן ומווסת יין/יאנג בקיבה
3. מאזן ומווסת צ'י/דם בקיבה
4. מנקה קיפאון של מזון ונוזלים בקיבה
5. מטהר את הקיבה מליחה","1. מטפל בכל בעיות הקיבה הנובעות מחוסר איזון של יין/יאנג, צ'י/דם
2. מטפל בכאבי בטן ונפיחות",,
155,Bl51,HUANG MEN - חוּאַנג מֶן,Vital Gate - שער החיוניות,Huang - הקרום מעל הסרעפת. Men - שער. ממוקם בשער זרימת הצ'י בין המחמם האמצעי לתחתון.,חואנג - הקרום מעל הסרעפת. מן - שער. נקודה זו ממוקמת בשער זרימת הצ'י בין המחמם האמצעי לתחתון.,3 צון לטרלית לקו האמצע האחורי של הגב התחתון של L1 (בגובה Bl20),אלכסונית 0.5-1 צון,"1. מווסת את המחמם התחתון (TH)
2. מווסת את זרימת הצ'י בין המחמם העליון והאמצעי, ולהיפך.
3. מעלה צ'י טהור מהטחול (SP) לג'יאו העליון.
4. מוריד צ'י טהור מהריאות (LU) לג'יאו התחתון/אמצעי.","1. מטפל במתח ליד הלב (אזור החואנג).
2. מנקה קיפאון צ'י במחממים העליון והאמצעי.
3. מטפל בקוצר נשימה.
4. מווסת ומפעיל את מערכת העיכול.",,
156,Bl52,ZHI SHI - ג'ה שִׁי,Chamber of Will - לשכת הרצון,"Zhi - כוח רצון, Shi - לשכה, חדר. הכליות אוגרות את כוח הרצון. BL52 ממוקמת 1.5 צון לטרלית ל-BL23, נקודת השו של הכליות.","ג'ה - כוח רצון, שי - לשכה, חדר. הכליות אוגרות את כוח הרצון. BL52 ממוקמת 1.5 צון לטרלית ל-BL23, נקודת השו של הכליות.",3 צון לטרלית לקו האמצע הגבי התחתון של L2 (בגובה BL23).,ניקוב אנכי לעומק 0.5-1 צון.,"מחזקת את כוח הרצון, ג'ה (ההיבט הרוחני של הכליות). מחזקת את הכליות, במיוחד יין כליות. מרכזת את הג'ינג, מחזקת את הקשר בין השן והג'ינג. מרכזת צ'י כליות. מביאה את היצירתיות של השן - הון לפעולה. תומכת באדם כפי שהוא. תומכת בטבע האמיתי ומקדמת ביטחון עצמי. מווסתת בין השן והג'ה. מווסתת בין רוחניות ופיזיות. עוזרת להתגבר על פחד ועצבנות על ידי חיזוק כוח הרצון והיכולת לפעול.",,,
157,Bl53,BAO HUANG - בָּאוּ הּוּאָנְג,Huang Envelope - מַעֲטֶפֶת חוּאָנְג,"Bao – מַעֲטֶפֶת, עֲטִיפָה, קְרוּם, Huang – קְרוּם תַּחַת הַטַּבּוּר. בִּטֶקְסְטִים עַתִּיקִים, ""בָּאוּ"" הִתְיַיֵּחֵס לִשְׁלַפּוּחִית הַשֶּׁתֶן בִּכְלָל אוֹ לָרֶחֶם בִּפְרָט. מֵאַחַר וְהַסּוּ וֶן טוֹעֵן שֶׁ""הּוּאָנְג בּוֹלֵט מִתַּחַת לַטַּבּוּר"", נִרְאֶה כִּי הַשֵּׁם מִתְייַחֵס לְאֶחָד מֵהָאִיבְרִים הָאֵלֶּה.","בָּאוּ - מַעֲטֶפֶת, עֲטִיפָה, קְרוּם. חוּאָנְג - קְרוּם תַּחַת הַטַּבּוּר. בִּטֶקְסְטִים עַתִּיקִים, ""בָּאוּ"" הִתְיַיֵּחֵס לִשְׁלַפּוּחִית הַשֶּׁתֶן בִּכְלָל אוֹ לָרֶחֶם בִּפְרָט. מֵאַחַר וְהַסּוּ וֶן טוֹעֵן שֶׁ""הּוּאָנְג בּוֹלֵט מִתַּחַת לַטַּבּוּר"", נִרְאֶה כִּי הַשֵּׁם מִתְייַחֵס לְאֶחָד מֵהָאִיבְרִים הָאֵלֶּה.",3 צוּן לָטֶרָלִי לְקַו הָאֶמְצַע בְּגוֹבַהּ הַנֶּקֶב הַשֵּׁנִי שֶׁל הָעֲצֶם הַמְּקֻדֶּשֶׁת (BL28).,נִיקּוּר נְאוּךְ בְּזָוִית יְשָׁרָה בְּעֹמֶק 0.5-1 צוּן.,"פּוֹתֵחַ אֶת נְתִיבֵי הַמַּיִם.
מְעוֹדֵד טְרַנְסְפוֹרְמַצְיָה וְהוֹבָלָה שֶׁל נוֹזְלִים.
מַזְרִים צִ'י לָרֶחֶם.
מוֹוסֵת אֶת הַצִ'י שֶׁל הַגִּ'יאוֹ הַתַּחְתּוֹן וְאֶת אִיבְרֵי הָרְבִיָּה בְּגַבְרִים וּבְנָשִׁים.
מְחַזֵּק אֶת שַׁלְפּוּחִית הַשֶּׁתֶן.","1. מְטַפֵּל בְּכְאֵב פְּנִימִי, שִׁטְחִי אוֹ מְקוֹמִי.
2. מְטַפֵּל בִּכְאֵב גַּב תַּחְתּוֹן/יָרֵךְ.
3. מְשַׁחְרֵר לַחַץ מִשַּׁלְפּוּחִית הַשֶּׁתֶן.",,
158,Bl54,ZHI BIAN - ג'י ביאן (תעתיק פונטי),Sequential Limit - גבול סדרתי,"Zhi - סדרתי, Bian - צד, גבול, קצה. BL54 היא הנקודה האחרונה על הקו הצידי של מרידיאן שלפוחית השתן לפני שהוא ממשיך לזרום מאחורי הרגל. זהו הגבול התחתון של הרצף, שהתחיל ב-BL41.","Zhi - סדרתי, Bian - צד, גבול, קצה. BL54 היא הנקודה האחרונה על הקו הצידי של מרידיאן שלפוחית השתן לפני שהוא ממשיך לזרום מאחורי הרגל. זהו הגבול התחתון של הרצף, שהתחיל ב-BL41.","3 צון לטרלית לקו האמצע של הגב, בגובה הנקב הסקראלי הרביעי.",ניקוב אנכי בעומק של 0.5-1 צון.,1. מקדם זרימת צ'י מקומית.,1. מטפל בכאבי גב תחתון המקרינים לישבן ולרגליים.,אין אזהרות שצוינו.,אין הערות שצוינו.
159,Bl55,הֶה יָאנְג,איחוד היאנג,"הֶה - לאחד, יָאנְג - היאנג. ממוקם ישירות מתחת לנקודת הֶה - ים של שלפוחית השתן (BL), מתחת לקפל הברך, היכן שענף פנימי של BL מתאחד עם המרידיאן הראשי. ""יאנג"" מתייחס לשלפוחית השתן (BL), מרידיאן היאנג.","הֶה - לאחד, יָאנְג - היאנג. נקודה זו ממוקמת מתחת לנקודת הֶה - ים של שלפוחית השתן (BL), מתחת לקפל הברך, במקום בו ענף פנימי של שלפוחית השתן מתאחד עם המרידיאן הראשי. ""יאנג"" מתייחס למרידיאן שלפוחית השתן, שהוא מרידיאן יאנג.","2 צוּן מתחת ל-BL40, בקו האמצע האחורי של הירך, בין שני ראשי שריר הסובך (gastrocnemius).",ניקוב אנכי בעומק 0.5-1 צוּן.,משחרר התכווצות במרידיאן שלפוחית השתן (BL). משחרר לחץ במרידיאן שלפוחית השתן (BL). מנקה סטגנציה ממרידיאן שלפוחית השתן (BL).,1. מטפל בכאב לאורך מרידיאן שלפוחית השתן (BL).,,
160,Bl56,CHENG JIN - צֶ'נְג גִ'ין,Muscle Support - תמיכת שריר,"צֶ'נְג – לתמוך, גִ'ין – שרירים. מיקום הנקודה בין ראשי שריר הסובך, משמשת לטיפול בבעיות שרירים ובעיות מקומיות.",נקודה זו ממוקמת בין ראשי שריר הסובך (gastrocnemius) ומשמשת לטיפול בבעיות שרירים ובעיות מקומיות.,"5 צון מתחת ל-BL40 בקו האמצע האחורי של הירך, במרכז שריר הסובך.","ניצב 0.5-1 צון, עיסוי לפני דיקור.","מחזקת את תפקוד היאנג (כיפוף, פשיטה) של שרירי הרגליים.","1. מטפלת בכאבי שרירים לאורך הרגל.
2. מטפלת בחולשת שרירי הרגליים.
3. מטפלת בניוון שרירי הרגליים.
Nei Ching – 52: ""ישנם 4 אזורים קריטיים המושפעים מפתולוגיות במרידיאנים; החזה, הבטן, הרגליים והשוקיים. יש לדקור אזורים אלו כדי למנוע חסימות של צ'י. על הראש, לדקור את נקודת הראש, על החזה את נקודת החזה, על הבטן, את נקודת הבטן משני צידי הטבור, על הירכיים BL56, 57 ו-58. השתמשו במחטים קטנות ועסו את הנקודות לפני הדיקור"".",לא צוינו.,לא צוינו.
161,Bl57,צֶ'נְג שָׁאן,תמיכת ההר,"צֶ'נְג – תמיכה, שָׁאן – הר. שרירי הסובך (גסטרוקנמיוס) מושווים לשני הרים. BL57 ממוקמת בנקודה שתומכת במשקלם של הרים אלו.","צֶ'נְג – תמיכה, שָׁאן – הר. שרירי הסובך (גסטרוקנמיוס) מושווים לשני הרים. BL57 ממוקמת בנקודה שתומכת במשקלם של הרים אלו.","8 צוּן מתחת ל-BL40 על קו האמצע, בראש המשולש שנוצר כאשר הרגל בכפיפה פלנטרית (plantar flexion).",ניקוב אנכי בעומק 0.5-1 צוּן.,מחזקת את שרירי הסובך (גסטרוקנמיוס). תומכת ביציבות הגוף. מחזקת את הרגליים. פותחת התכווצויות וחסימות לאורך מרידיאן שלפוחית השתן (BL).,לא זמין,לא זמין,"נֶי צִ'ינְג. סוּ וֶון – 41: ""לכאב גב תחתון הנגרם ממאמץ במרידיאן שלפוחית השתן (BL), וכאשר כאב זה מופיע בפתאומיות יש לדקור את BL57."""
162,Bl58,FEI YANG - פֵיי יָאנְג,Flying Yang - יָאנְג מְעוֹפֵף,"Fei – לעוף; Yang – לעלות, להתפזר. נקודה BL58 היא נקודת ה- Lou של שלפוחית השתן, שם המרידיאן מתחבר לכליה. מכאן, הצ'י מתפזר מהצד היאנג לצד היין של הרגל. זהו המקום בו היאנג (שלפוחית השתן) מתפזר ליין (כליה).","Fei – לעוף Yang – לעלות, להתפזר. BL58 היא נקודת ה- Lou של שלפוחית השתן, שם המרידיאן מתחבר לכליה. מכאן, הצ'י מתפזר מהצד היאנג לצד היין של הרגל. זהו המקום בו היאנג (שלפוחית השתן) מתפזר ליין (כליה).","7 צון מעל BL60, באמצע הדרך בין קו האמצע האחורי של הרגל לגבול האחורי של השוקה.",ניקוב אנכי בעומק של 1 צון.,"1. נקודת Lou, שולחת שלוחה ל- KID3.
2. מפעילה את יין הכליה.
3. פותחת חסימות ברמת היין.
4. מניעה יין ויאנג בכל הגוף.","1. מסירה חסימות מהמרידיאן.
2. מטפלת בכאבי ראש ובאף סתום.
3. מטפלת בכאבים בעמוד השדרה.
Nei Ching
Ling Shu – 21: ""כאשר מחלה חמה או קרה תוקפת את העור, העור מתחיל לכאוב עד שאדם כבר לא יכול לשכב עליו. כמו כן, המטופל לא יזיע ועורו ואפו יהיו יבשים. במקרה זה, יש לנקב נקודה זו כדי לפזר את החום, ואז לתמוך בריאות.""",,
163,Bl59,פו יאנג,מדרך יאנג,פו – היבט היאנג של כף הרגל. יאנג – יאנג. ממוקם מעל היבט היאנג של כף הרגל.,"פו - היבט היאנג של כף הרגל, יאנג - יאנג. נקודה הממוקמת מעל ההיבט היאנגי של כף הרגל.",3 צון ישירות מעל BL60.,ניקוב אנכי 0.5-1 צון.,"נקודה על היאנג צ'יאו מאי.
שי – נקודת הפיצול של היאנג צ'יאו מאי.
מחזקת את היאנג צ'יאו מאי.
תומכת בזרימת היאנג בכל הגוף.","1. מחזקת את הגב.
2. עם BL61+BL62 לכאב כליות כאשר היאנג צ'יאו מותקף.
Nei Ching.
Su Wen – 41: ""לכאב כליות הנובע מהתקפה של היאנג צ'יאו, כאב שמרגיש כמו מכה בפטיש עם נפיחות, דקור את נקודות היאנג צ'יאו של הרגל. נקודות אלה הן BL59, BL61 ו-BL62"".",,
110,Bl6,CHENG GUAN - צֶ'נְג גוּאַן,Receiving Light - קבלת אור,"Cheng – לקבל, להחזיק; Guang – אור, להאיר. האור של השמש או הזרימה של צ'י יאנג בראש מוזכרים כאן. BL6 ממוקמת בראש הגולגולת.","צֶ'נְג (Cheng) – לקבל, להחזיק; גוּאַן (Guang) – אור, להאיר. מתייחס לאור השמש או לזרימת צ'י יאנג בראש. BL6 ממוקמת בחלק העליון של הראש.","5.5 צון מעל הגלבלה, 1.5 צון לטרלית לקו האמצע.",החדרה אלכסונית של 0.3-0.5 צון בכיוון זרימת המרידיאן.,1. מחזקת יאנג בראש ובפנים.,"1. מטפלת בכאב המקרין מהצוואר לראש.
2. נקודה מיוחדת לליקויי ראייה.
Nei Ching:
Nei Ching – 26: ""מתוך קבוצת הנקודות המטפלות במיגרנות (ראש כבד עם כאב מקומי), כתוצאה מהפרעה בזרימה עקב חדירת צ'י רע/רוח"". ""הנקודות האחרות בקבוצה זו הן BL 6-7-8-9"".",,
164,Bl60,קון לון,הרי קון לון,ההר מַעֲרָב סיני מפורסם,הפטישון הצידי מושווה להרי קון לון בסין,במגרעת באמצע הדרך בין הפטישון הצידי לגבול האחורי של גיד אכילס,ניצב 0.5 צון,"נקודת ג'ינג - נהר
נקודת אש
נקודת רפלקס
משפיעה על כל נוזלי הגוף, נקודת התחלה של מחזור נוזלי הגוף
מזרימה יין לחלקו העליון של הגוף, במיוחד הראש","1. מקררת חום ברמת העור
2. מטהרת חום על ידי קידום זרימת מים ונוזלים מיין כליות (KID)
3. מחזקת את הגב
4. מטפלת בכאבים לאורך עמוד השדרה
5. מטפלת בצירים
6. מטפלת בהפרעות בכליות - כאב לב המקרין לגב מלווה בהתכווצויות, חוסר יכולת לעמוד, להוסיף BL61, אם לא מצליח להוסיף KID2 + KID3
Nei Ching
Nei Ching – 20: ""כאשר צ'י רע תוקף את הכליות, למטופל יהיו כאבים בעצמות, תהיה רפיון של היין כאשר יש רפיון מקור החוסר נמצא ביין. אם אין נקודה שכואבת תחת לחץ או שהכאב לא יוצא לפני השטח יש לדקור את הנקודה. כאשר הבטן דלקתית ויש כאבי כליות, עצירות והמטופל מתלונן על סחרחורת, יש לדקור KID1 + BL60.""
Nei Ching – 26: ""בהפרעות בכליות המטופל ירגיש כאב בלב המקרין לגב. יהיו לו התכווצויות תכופות (כאב שמרגיש כאילו דוקרים אותו בגב) הוא לא יוכל לעמוד ישר. יש לדקור BL64 ו-BL60. אם המטופל לא מתאושש לאחר הוצאת המחטים, יש לדקור KID2 ו-KID3"".
Nei Ching – 38: ""כאשר יש חוסר צ'י בהיבטים העליונים של הגוף עם סחרחורת בחלק העליון, רעשי מעיים ועצירות במרכז ושיתוק בתחתית. בכל המקרים הללו יש לחזק את BL60 ולהשאיר את המחט לזמן ממושך"".
Su Wen – 60: ""לכאבי כליות עם תחושת בלבול, יש לדקור BL60, 64 ו-65"".
Ling Shu – 28: ""במקרים של חוסר בהיבט התחתון עם חולשה וקור ברגליים ותחושה של כבדות וקיפאון באזור הלב, יש לדקור נקודה זו"".
Ling Shu – 24: ""כאשר צ'י כליות גורם לכאבי לב, יש לדקור נקודה זו עם BL64"".",,
165,Bl61,PU CAN - פו צ'אן,Subservient Visitor - אורח כפוף,"Pu - משרת, עבד; Can - רוח, נשמה, לבקר אדם בדרגה גבוהה יותר","פו - משרת, עבד; צ'אן - רוח, נשמה, לבקר אדם בדרגה גבוהה יותר.","בצד הצידי של גיד אכילס, ישירות מתחת לנקודה BL60, במקום מפגש העור האדום והלבן.",ניקוב אנכי בעומק 0.5 צון.,נקודה על מרידיאן היאנג צ'יאו מאי.,"1. מטפלת בכאב בכליות כתוצאה מתקיפה של היאנג צ'יאו. 2. מטפלת בכאבי גב תחתון עם קושי להתכופף.
 Nei Ching 
 Su Wen – 41: “לכאבי גב תחתון, עם חוסר יכולת להתכופף קדימה או אחורה, נקבו BL61 ו-BL62”. 
 Su Wen – 63: “אם צ'י רע שוכן ביאנג צ'יאו וגורם לכאבים בעיניים המתחילים בזווית הפנימית (של העין), נקבו BL61 + BL62, אם העין השמאלית מושפעת נקבו בימין ולהיפך. המטופל יחלים תוך כשעה”.",,
166,Bl62,SHEN MAI - שֶׁן מַאי,Extending Vessel - כלי מתרחב / כלי מתפשט,"היאנג צ'יאו מאי מתחיל להתרחב מעל נקודה זו. ""שֶׁן"" הוא גם 15:00-17:00 (שלפוחית השתן)","שֶׁן - להרחיב, הגזע התשיעי (שלפוחית השתן). מַאי - ערוץ, כלי דם.",כ-1 צוּן מתחת לאמצע שיא הקרסול החיצוני.,ניקוב אנכי 0.3-0.5 צוּן.,"1. נקודת מפתח של היאנג צ'יאו מאי.
2. נקודת הצמדה של ה-GV (ערוץ השליטה).
3. מניעה היאנג.
4. מניעה צ'י דרך המרידיאנים.","1. מטפלת בכאב ופתולוגיות אחרות של ה-GV לאורך הגב.
 Nei Ching
 Su Wen - 69: ""כאשר צ'י רע תוקף את מרידיאן שלפוחית השתן, כאב יופיע בפינה הפנימית של העין, נקבו נקודה זו בצד הנגדי"".
 Ling Shu - 28: ""פיהוק מתמיד מטופל עם KID6 ו-BL62"".",אין מידע זמין,אין מידע זמין
167,Bl63,גִ'ין מֵן (JIN MEN),דלת הזהב,יסוד המתכת מקושר לשעות 3-5 לפנות בוקר בשעון הביולוגי. שלפוחית השתן (BL) גם קשורה לזמן זה. הצ'י והדם במרידיאן שלפוחית השתן זורמים דרך נקודה זו בשעה זו של היום. BL63 היא גם נקודת מפגש של היאנג וויי (Yang Wei) עם שלפוחית השתן.,"ג'ין (Jin) – מתכת, זהב. מֵן (Men) – דלת.",במגרעת על הקו המחבר בין BL62 ל- BL64.,דיקור בניצב 0.3-0.5 צון.,"1. נקודת חיץ (Xi-Cleft), מווסתת צ'י ודם במרידיאן.
2. נקודת יציאה של היאנג וויי מאי (Yang Wei Mai).","נאי ג'ינג (Nei Ching).
סו וון (Su Wen) – 41: ""כאשר היאנג וויי מותקף, למטופל יהיו נפיחויות פתאומיות וכאבים באזור המותני. יש לדקור את נקודת היציאה של היאנג וויי ואת הנקודה המאחדת של מרידיאן זה עם שאו יאנג (GB35)"".",יש לנקוט משנה זהירות בחולים עם רגישות גבוהה או הפרעות קרישה.,נקודה זו חשובה לטיפול בכאבי גב תחתון חריפים.
168,Bl64,JING GU - גִ'ינג גוּ,Capital Bone - עצם הבירה,"Jing – גדול Gu – עצם. בעבר, עצם המסרק החמישית כונתה ג'ינג גו. נקודה BL64 ממוקמת מתחת לעצם זו.","ג'ינג – גדול Gu – עצם. בעבר, עצם המסרק החמישית כונתה ג'ינג גו. נקודה BL64 ממוקמת מתחת לעצם זו.","במגרעת הדיסטלית והנחותה לכפתור המשני (sub-tuberosity) של עצם המסרק החמישית, היכן שהעור האדום והלבן נפגשים.",ניקוב אנכי 0.5 צון.,"1. נקודת יואן, מקבלת ענף מנקודה KID4.
2. מורידה צ'י כלפי מטה.
3. מורידה תחושת מלאות מהמחמם העליון.",לא צוין,לא צוין,"נאי צ'ינג:
סו וון – 36: ""תחת השפעת פונג, למטופל יש חום וצמרמורות, הדופק חלש, מלא או מהיר. לצרוב מוקסה על KID3 ולדקור את נקודת היאנג של הקו טאי יאנג, שהיא BL64.""
לינג שו – 24: ""כאב באזור הלב הנגרם מעליית צ'י יין וסטגנציה של חמשת האיברים המלאים יגרמו לכאבי גב וכאב שנמשך להיבטים הקדמיים והאחוריים של הגוף. במקרה זה, לדקור BL60 ו-BL64."""
169,Bl65,SHU GU - שוּ גוּ,Restraining Bone - עצם מאופקת,"Shu - לקשור, לרסן. Gu - עצם. בעבר, מפרק הבוהן החמישית כונה ""שו גו"", מכיוון שכל עצמות כף הרגל נפגשות כאן.",נקודת דיקור BL65 ממוקמת ישירות פרוקסימלית למפרק הבוהן החמישית.,"בצד הצידי של כף הרגל, בשקע פרוקסימלי ונחות לראש עצם המסרק החמישית, במקום בו גוון העור משנה צבע.",ניצב 0.3-0.5 צון.,"שוּ - נקודת נחל.
נקודת עץ, נקודת צאצא (Child point).","1. מנקה חסימות מהמרידיאן.
2. מטהרת חום על ידי פיזור נוזלים בכל הגוף.
3. עם BL60 לכאבי גב תחתון בתחושה של שבר.
4. נקודת גזע של עץ עם HT9.
Nei Ching
Ling Shu - 23: ""אחת מ-59 נקודות להורדת חום""
Ling Shu - 34: ""אם טיפול ב-BL11 וב-BL10 נכשל במקרים של חוסר איזון הגורם לבעיות בראש, יש לדקור את BL65 ו-BL66""",,
170,Bl66,ZU TONG GU - צוּ טוֹנג גוּ,Valley Passage - מעבר העמק,BL66 ממוקמת ליד קצה מרידיאן הכליה. לאחר שה-CHI עובר דרך BL67-KID1 הוא מגיע לעמק המבריק (KID2). BL66 ממוקמת בצד השני של העמק. זוהי נקודת האביב של מרידיאן שלפוחית השתן. נקודה זו מוּדְמָה למעבר דרך מנהרה המסייעת ל-CHI לזרום דרך נקודת הנחל ובסופו של דבר לנקודת He-sea.,"Zu - רגל, Tong - מעבר, להוביל, Gu - עמק","בצד הצידי של כף הרגל, בחריץ הדיסטלי והנחות לעצם הפלנגה המטטרסלית החמישית, היכן שצבע העור משתנה",ניקוב אנכי 0.2-0.3 צון,"נקודת אביב, נקודת מים, נקודת Horrary, נקודת מים של ה-Tai Yang עם SI2","מנקה חסימות מהמרידיאן, מחלישה רוח חמה בשלבים מוקדמים על ידי ויסות ה-Yin Wei Mai",אין מידע זמין,אין מידע זמין
